id,title,release_year,tags
36696,Space Dogs,2010,belka the amazing flying dog is unexpectedly hurdled into the streets of moscow when the rocket she is in malfunctions during one of her circus routines fortunately the crash leads her to meet a streetwise dog named strelka and her irredeemable rat friend venya together with other amusing friends found along the way the three find themselves in a space programtraining center where they get sent away in a rocket leaving planet earth family animation russia space mission space outer space dog annabolshova evgenymironov sergeygarmash aleksandrbashirov elenayakovleva innaevlannikova recent
109091,The Counselor,2013,a rich and successful lawyer named counselor is about to get married to his fiance but soon meets up with the middleman known as westray who tells him his drug trafficking plan has taken a horrible twist and now he must protect himself and his soon bridetobe lover as the truth of the drug business uncovers and targets become chosen thriller crime drama poetry lawyer drug smuggling drug trafficking red dress michaelfassbender camerondiaz javierbardem goranvisnjic penélopecruz ridleyscott recent
38543,Ironclad,2011,in the year 1215 the rebel barons of england have forced their despised king john to put his royal seal on the magna carta a seminal document that upheld the rights of free men yet within months of pledging himself to the great charter the king reneged on his word and assembled a mercenary army on the south coast of england with the intention of bringing the barons and the country back under his tyrannical rule barring his way stood the mighty rochester castle a place that would become the symbol of the rebels momentous struggle for justice and freedom romance adventure action history ambush hero fight castle battlefield duel king order of the templars jamespurefoy katemara jasonflemyng paulgiamatti briancox jonathanenglish recent
33157,Waterloo,1970,after defeating france and imprisoning napoleon on elba ending two decades of war europe is shocked to find napoleon has escaped and has caused the french army to defect from the king back to him the best of the british generals the duke of wellington beat napoleans best generals in spain and portugal but now must beat napoleon himself with an anglo allied army history action drama biography napoleon bonaparte waterloo rodsteiger christopherplummer orsonwelles jackhawkins virginiamckenna sergeybondarchuk classic
290864,Kung Fu Jungle,2014,a martial arts instructor working at a police academy gets imprisoned after killing a man by accident but when a vicious killer starts targeting martial arts masters the instructor offers to help the police in return for his freedom crime action thriller martial arts kung fu serial killer donnieyen charlieyeung wangbaoqiang baibing deepng teddychan recent
242166,Red Sky,2014,disgraced top gun fighter pilot butch masters leads a rogue squad in recovery of a wmd masters must navigate a fractured friendship a love triangle and must take to the skies to reclaim his military and personal honor action thriller love triangle middle east fight kidnapping missile pilot honor betrayal mission conspiracy attack explosion combat jet military rogue squad wmd dog fight camgigandet rachaelleighcook shanewest billpullman briankrause mariovanpeebles recent
859,Dangerous Liaisons,1988,dangerous liaisons is the film based on the novel of the same name by choderlos de laclos set in 18th century france marquise de merteuils asks her exlover vicomte de valmont to seduce the future wife of another exlover of hers in return for one last night with her yet things dont go as planned in this love triangle drama drama romance lovesickness sexuality cheating cynic ladykiller fiancé arranged marriage passion seduction love letter boredom courtly life french revolution lover plan praise gender roles glennclose johnmalkovich michellepfeiffer swoosiekurtz keanureeves stephenfrears modern
83770,On the Road,2012,dean and sal are the portrait of the beat generation their search for it results in a fast paced energetic roller coaster ride with highs and lows throughout the us adventure drama based on novel cemetery narration nudity funeral song friendship road trip marijuana snow cigarette smoking writer photograph on the road sex scene typewriter voice over suicide thoughts road movie denver colorado kerouac garretthedlund samriley kristenstewart amyadams tomsturridge waltersalles recent
168,Star Trek IV: The Voyage Home,1986,fugitives of the federation for their daring rescue of spock from the doomed genesis planet admiral kirk william shatner and his crew begin their journey home to face justice for their actions but as they near earth they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet in a desperate attempt to answer the call of the probe kirk and his crew race back to the late twentieth century however they soon find the world they once knew to be more alien than anything theyve encountered in the far reaches of the galaxy sciencefiction adventure saving the world san francisco uss enterprise-a time travel whale marine biologist vulcan space opera williamshatner leonardnimoy deforestkelley jamesdoohan georgetakei leonardnimoy modern
1246,Rocky Balboa,2006,when he loses a highly publicized virtual boxing match to exchamp rocky balboa reigning heavyweight titleholder mason dixon retaliates by challenging rocky to a nationally televised 10round exhibition bout to the surprise of his son and friends rocky agrees to come out of retirement and face an opponent whos faster stronger and thirty years his junior drama philadelphia transporter fight love of one's life publicity boxer grave tombstone tv station boxing match comeback training restaurant owner world champion challenger virtual fight defeat victory cancer over-the-hill fighter sylvesterstallone burtyoung miloventimiglia geraldinehughes jamesfranciskellyiii sylvesterstallone millennium
4233,Scream 2,1997,two years after the terrifying events that occurred in woodsboro sidney is now attending windsor college in cincinnati and gale weathers best selling book on sidneys life has now been made into a major motion picture when two college students are killed in a theatre while watching the new film stab sidney knows deep down that history is repeating itself horror mystery film festivals slaughter slasher davidarquette nevecampbell courteneycox sarahmichellegellar jamiekennedy wescraven modern
174751,Jane Got a Gun,2016,after her outlaw husband returns home shot with eight bullets and barely alive jane reluctantly reaches out to an exlover who she hasnt seen in over ten years to help her defend her farm when the time comes that her husbands gang eventually tracks him down to finish the job action drama western natalieportman joeledgerton ewanmcgregor noahemmerich boydholbrook gavino'connor recent
184098,Think Like a Man Too,2014,all the couples are back for a wedding in las vegas but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event comedy romance adambrody michaelealy jerryferrara meagangood reginahall timstory recent
2069,The Whole Nine Yards,2000,a mobster named jimmy the tulip agrees to cooperate with an fbi investigation in order to stay out of prison hes relocated by the authorities to a life of suburban anonymity as part of a witness protection program its not long before a couple of his new neighbors figure out his true identity and come knocking to see if hed be up for one more hit suburban style comedy crime bounty gangster boss montreal gangster dentist hoodlum brucewillis matthewperry rosannaarquette michaelclarkeduncan kevinpollak jonathanlynn millennium
1788,Footloose,1984,when teenager ren and his family move from bigcity chicago to a small town in the west hes in for a real case of culture shock drama family music romance dancing dancer dance music dance teacher kevinbacon johnlithgow diannewiest chrispenn lorisinger herbertross modern
11635,Old School,2003,three friends attempt to recapture their glory days by opening up a fraternity near their alma mater comedy sex doll streaking mouth to mouth resuscitation lukewilson willferrell vincevaughn ellenpompeo leahremini toddphillips millennium
177,The Fisher King,1991,two troubled men face their terrible destinies and events of their past as they join together on a mission to find the holy grail and thus to save themselves comedy drama holy grail homeless person loss of lover mental disease sense of guilt suppressed past yuppie cynic fantasy self-discovery housebreaking forgiveness gun rampage talk show legend unsociability person running amok jeffbridges robinwilliams mercedesruehl amandaplummer michaeljeter terrygilliam modern
3600,I Still Know What You Did Last Summer,1998,unfinished business with coed julie james brings the murderer to the bahamas to terrorize her and her friends karla tyrell and will during a vacation can ray bronson who survived a bloody attack alongside julie two summers ago get to the island in time to save everyone horror mystery thriller competition island radio bahamas college knife fisherman vacation revenge murder marijuana resort blood slasher storm hook killer jenniferlovehewitt freddieprinzejr. mekhiphifer brandynorwood musewatson dannycannon modern
2621,Return to Me,2000,it took a lot of cajoling to get bob duchovny a recently widowed architect to go on a blind date at a quirky irishitalian eatery once there hes smitten instantly not with his date but with the sharpwitted waitress grace driver everything seems to be going great until an unbelievable truth is revealed one that could easily break both of their hearts for good romance comedy drama transplantation love of one's life veterinarian woman director davidduchovny minniedriver carrollo'connor robertloggia jimbelushi bonniehunt millennium
10358,Zack and Miri Make a Porno,2008,lifelong platonic friends zack and miri look to solve their respective cashflow problems by making an adult film together as the cameras roll however the duo begin to sense that they may have more feelings for each other than they previously thought comedy pornography love of one's life platonic love pornographic video best friend sex comedy best friends in love aftercreditsstinger duringcreditsstinger sethrogen elizabethbanks jenniferschwalbachsmith jasonmewes gerrybednob kevinsmith millennium
10480,Nurse Betty,2000,what happens when a person decides that life is merely a state of mind if youre betty a smalltown waitress and soap opera fan from fair oaks kansas you refuse to believe that you cant be with the love of your life just because he doesnt really exist after all life is no excuse for not living traumatized by a savage event betty enters into a fugue state that allows even encourages her to keep functioning in a kind of alternate reality comedy crime thriller independent film native american violence soap opera used car dealer nurse uniform female bartender tv production heart specialist formosa cafe hollywood tv writer murderer duo renéezellweger morganfreeman chrisrock gregkinnear aaroneckhart neillabute millennium
10313,The Men Who Stare at Goats,2009,a reporter in iraq might just have the story of a lifetime when he meets lyn cassady a guy who claims to be a former member of the us armys new earth army a unit that employs paranormal powers in their missions comedy war vietnam veteran kuwait new age staring contest drug use paranoid fantasy hippie lifestyle georgeclooney ewanmcgregor jeffbridges kevinspacey robertpatrick grantheslov millennium
18828,Double Take,2001,the governor of a mexican state is assassinated soon after junior executive daryl chases life turns upside down after he flags a huge transfer of funds from a mexican account as probably illegal hes attacked in his apartment rescued by a cia agent finds his secretary shot dead and witnesses two cops get killed he calls the cia guy who tells him to grab the next train to mexico leaving m adventure drama action comedy romance mexico cia fbi train orlandojones eddiegriffin garcellebeauvais garygrubbs danielroebuck georgegallo millennium
3558,"Girl, Interrupted",1999,set in the changing world of the late 1960s susanna kaysens prescribed short rest from a psychiatrist she had met only once becomes a strange unknown journey into alices wonderland where she struggles with the thin line between normal and crazy susanna soon realizes how hard it is to get out once she has been committed and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside drama based on novel suicide attempt puberty biography borderline personality disorder winonaryder angelinajolie cleaduvall brittanymurphy elisabethmoss jamesmangold modern
13476,Win a Date with Tad Hamilton!,2004,a smalltown girl wins a date with a hollywood star through a contest when the date goes better than expected a love triangle forms between the girl the celebrity and the girls best friend comedy romance celebrity romantic comedy male female relationship movie star joshduhamel katebosworth tophergrace nathanlane seanhayes robertluketic millennium
10208,Muppets from Space,1999,when gonzos breakfast cereal tells him that hes the descendant of aliens from another planet his attempts at extraterrestrial communication get him kidnapped by a secret government agency prompting the muppets to spring into action its hard to believe gonzos story at first but kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures fantasy comedy sciencefiction family puppet the muppets stevewhitmire davegoelz billbarretta frankoz jerrynelson timhill modern
24961,The Wiz,1978,a thanksgiving dinner brings a host of family together in a harlem apartment where a 24yearold schoolteacher named dorothy gale diana ross lives with her aunt em theresa merritt and uncle henry stanley greene extremely introverted she has as aunt em teases her never been south of 125th street and refuses to move out and on with her life adventure family fantasy music melancholy little dog based on stage musical based on film wizard dianaross michaeljackson nipseyrussell tedross theresamerritt sidneylumet classic
20697,Ready to Rumble,2000,two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter action comedy drama wrestling sport davidarquette scottcaan oliverplatt rosemcgowan billgoldberg brianrobbins millennium
20761,Play It to the Bone,1999,two aging fighters in la friends get a call from a vegas promoter because his undercard fighters for a mike tyson bout that night are suddenly unavailable he wants them to box each other they agree as long as the winner gets a shot at the middleweight title they enlist grace cesars current and vinnies ex girlfriend to drive them to vegas comedy drama sport antoniobanderas woodyharrelson lolitadavidovich tomsizemore lucyliu ronshelton modern
70868,I Don't Know How She Does It,2011,a comedy centered on the life of kate reddy a finance executive who is the breadwinner for her husband and two kids romance comedy pregnancy family vacation widower working mum in-laws sarahjessicaparker piercebrosnan sarahshahi busyphilipps oliviamunn douglasmcgrath recent
43593,Piranha 3D,2010,each year the population of sleepy lake victoria arizona explodes from 5000 to 50000 residents for the annual spring break celebration but then an earthquake opens an underwater chasm releasing an enormous swarm of ancient piranha that have been dormant for thousands of years now with a taste for human flesh this year theres something more to worry about than the usual hangovers and complaints from locals a new type of terror is about to be cut loose on lake victoria comedy horror yacht movie in movie scuba diving piranha spring break man eaten by monster 3d elisabethshue adamscott jerryo'connell stevenr.mcqueen jessicaszohr alexandreaja recent
6478,Beyond the Sea,2004,based on the life and career of legendary entertainer bobby darin the biopic moves back and forth between his childhood and adulthood to tell the tale of his remarkable life kevin spacey did his own singing for beyond the sea recreating bobby darins vocal style with uncanny accuracy drama music musical perfectionist rowboat courtship kevinspacey katebosworth johngoodman bobhoskins brendablethyn kevinspacey millennium
40688,Meet the Deedles,1998,two surfers end up as yellowstone park rangers and have to stop a former ranger who is out for revenge animation comedy family paulwalker johnashton dennishopper ericbraeden richardlineback steveboyum modern
26672,The Thief and the Cobbler,1993,it is written among the limitless constellations of the celestial heavens and in the depths of the emerald seas and upon every grain of sand in the vast deserts that the world which we see is an outward and visible dream of an inward and invisible reality once upon a time there was a golden city in the center of the golden city atop the tallest minaret were three golden balls the ancients had prophesied that if the three golden balls were ever taken away harmony would yield to discord and the city would fall to destruction and death but the mystics had also foretold that the city might be saved by the simplest soul with the smallest and simplest of things in the city there dwelt a lowly shoemaker who was known as tack the cobbler also in the city existed a thief who shall be nameless adventure fantasy animation sciencefiction family prophecy witch princess battle desert troubled production unfinished film vincentprice anthonyquayle seanconnery joansims paulmatthews richardwilliams modern
45881,The Bridge of San Luis Rey,2004,the bridge of san luis rey is american author thornton wilders second novel first published in 1927 to worldwide acclaim it tells the story of several interrelated people who die in the collapse of an inca ropefiber suspension bridge in peru and the events that lead up to their being on the bridge a friar who has witnessed the tragic accident then goes about inquiring into the lives of the victims seeking some sort of cosmic answer to the question of why each had to die the novel won the pulitzer prize in 1928 romance drama based on novel bridge peru period drama 18th century woman director collapse gabrielbyrne f.murrayabraham kathybates robertdeniro harveykeitel marymcguckian millennium
41283,Faster,2010,"driver dwayne johnson has spent the last 10 years in prison planning revenge for the murder of his brother now that driver is free to carry out his deadly plan only two men stand in his way billy bob thornton plays a veteran cop and oliver jacksoncohen a crazy hitman with those two close on his trail driver races to carry out his mission as the mystery surrounding his brothers murder deepens crime drama action thriller dwaynejohnson billybobthornton maggiegrace carlagugino tomberenger georgetillman,jr. recent"
4935,Howl's Moving Castle,2004,when sophie a shy young woman is cursed with an old body by a spiteful witch her only chance of breaking the spell lies with a selfindulgent yet insecure young wizard and his companions in his legged walking home fantasy animation adventure flying witch rain castle scarecrow body exchange hatter bakery demon anime takuyakimura akihiromiwa tatsuyagashûin mitsunoriisaki yooizumi hayaomiyazaki millennium
19908,Zombieland,2009,columbus has made a habit of running from what scares him tallahassee doesnt have fears if he did hed kick their everliving ass in a world overrun by zombies these two are perfectly evolved survivors but now theyre about to stare down the most terrifying prospect of all each other comedy horror washington d.c. sister sister relationship post-apocalyptic road trip blood splatter parody survival zombie violence survival horror amusement park twinkie body count zombification disposing of a dead body bitten on the arm loner aftercreditsstinger zombie apocalypse fear of clowns jesseeisenberg woodyharrelson emmastone abigailbreslin amberheard rubenfleischer millennium
10663,The Waterboy,1998,bobby boucher is a water boy for a struggling college football team the coach discovers bouchers hidden rage makes him a tackling machine whose bonecrushing power might vault his team into the playoffs comedy sport social outcast ridicule lawn mower deserted by husband low self esteem black and white to color adamsandler kathybates fairuzabalk henrywinkler jerryreed frankcoraci modern
1891,The Empire Strikes Back,1980,the epic saga continues as luke skywalker in hopes of defeating the evil galactic empire learns the ways of the jedi from aging master yoda but darth vader is more determined than ever to capture luke meanwhile rebel leader princess leia cocky han solo chewbacca and droids c3po and r2d2 are thrown into various stages of capture betrayal and despair adventure action sciencefiction rebel android asteroid space battle snow storm space colony spaceship lightsaber jedi good vs evil rebellion the force space opera stormtrooper wookie jedi master jedi training droid markhamill harrisonford carriefisher billydeewilliams anthonydaniels irvinkershner modern
9737,Bad Boys,1995,marcus burnett is a henpecked family man mike lowry is a footloose and fancy free ladies man both are miami policemen and both have 72 hours to reclaim a consignment of drugs stolen from under their stations nose to complicate matters in order to get the assistance of the sole witness to a murder they have to pretend to be each other action comedy crime thriller miami detective handcuffs airport mexican standoff strip club witness protection car crash internal affairs gunfight explosion brutality foot chase car chase drug lord hangar loose cannon bust reference to skittles black cop badge action hero corrupt cop willsmith martinlawrence téaleoni tchékykaryo joepantoliano michaelbay modern
37137,The Naked Gun 2½: The Smell of Fear,1991,bumbling cop frank drebin is out to foil the big boys in the energy industry who intend to suppress technology that will put them out of business comedy crime washington d.c. usa president spoof the white house leslienielsen priscillapresley georgekennedy o.j.simpson robertgoulet davidzucker modern
9532,Final Destination,2000,after a teenager has a terrifying vision of him and his friends dying in a plane crash he prevents the accident only to have death hunt them down one by one horror omen airplane accident corpse death near-death experience devonsawa alilarter kerrsmith tonytodd seannwilliamscott jameswong millennium
10316,The Ides of March,2011,dirty tricks stand to soil an ambitious young press spokesmans idealism in a cutthroat presidential campaign where victory is relative drama ohio politics dirty tricks presidential campaign endorsement campaign speech presidential debate ryangosling georgeclooney philipseymourhoffman paulgiamatti evanrachelwood georgeclooney recent
2787,Pitch Black,2000,when their ship crashlands on a remote planet the marooned passengers soon learn that escaped convict riddick isnt the only thing they have to fear deadly creatures lurk in the shadows waiting to attack in the dark and the planet is rapidly plunging into the utter blackness of a total eclipse with the body count rising the doomed survivors are forced to turn to riddick with his eerie eyes to guide them through the darkness to safety with time running out theres only one rule stay in the light thriller sciencefiction action darkness dystopia comet alien life-form survival eclipse flask corps vindiesel radhamitchell colehauser lewisfitz-gerald claudiablack davidtwohy millennium
12658,Someone Like You...,2001,jane goodale has everything going for her shes a producer on a popular daytime talk show and is in a hot romance with the shows dashing executive producer ray but when the relationship goes terribly awry jane begins an extensive study of the male animal including her womanizing roommate eddie jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist and becomes a sensation comedy romance feminism cohabitant tv show man-woman relation man between two women ashleyjudd gregkinnear hughjackman marisatomei ellenbarkin tonygoldwyn millennium
152601,Her,2013,in the not so distant future theodore a lonely writer purchases a newly developed operating system designed to meet the users every needs to theordores surprise a romantic relationship develops between him and his operating system this unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all romance sciencefiction drama artificial intelligence computer love loneliness transhumanism heartbreak near future singularity bittersweet joaquinphoenix scarlettjohansson rooneymara amyadams oliviawilde spikejonze recent
10866,Joy Ride,2001,three young people on a road trip from colorado to new jersey talk to a trucker on their cb radio then must escape when he turns out to be a psychotic killer mystery thriller drama colorado friendship stalker pokies truck driver cb radio strange stevezahn paulwalker leeleesobieski jessicabowman stuartstone johndahl millennium
227707,The Adventurer: The Curse of the Midas Box,2013,17yearold mariah mundis life is turned upside down when his parents vanish and his younger brother is kidnapped following a trail of clues to the darkly majestic prince regent hotel mariah discovers a hidden realm of childstealing monsters deadly secrets and a longlost artifact that grants limitless wealth but also devastating supernatural power with the fate of his world and his family at stake mariah will risk everything to unravel the curse of the midas box fantasy adventure family london england based on novel key adventure supernatural steampunk aneurinbarnard michaelsheen lenaheadey samneill ioangruffudd jonathannewman recent
21349,Anywhere But Here,1999,in this adaptation of the mona simpson novel single mother adele august is bad with money and even worse when it comes to making decisions her straightlaced daughter ann is a successful high school student with ivy league aspirations when adele decides to pack up and move the two of them from the midwest to beverly hills calif to pursue her dreams of hollywood success ann grows frustrated with her mothers irresponsible and impulsive ways drama comedy romance dream susansarandon natalieportman hartbochner eileenryan raybaker waynewang modern
19150,The Crew,2000,four retired mobsters plan one last crime to save their retirement home action comedy richarddreyfuss burtreynolds danhedaya seymourcassel carrie-annemoss michaeldinner millennium
70435,Haywire,2011,mallory kane is a highly trained operative who works for a government security contractor in the dirtiest most dangerous corners of the world after successfully freeing a chinese journalist held hostage she is double crossed and left for dead by someone close to her in her own agency suddenly the target of skilled assassins who know her every move mallory must find the truth in order to stay alive action thriller mercenary secret agent rescue foot chase spanish ginacarano ewanmcgregor michaelfassbender billpaxton channingtatum stevensoderbergh recent
580,Jaws: The Revenge,1987,after another deadly shark attack ellen brody decides she has had enough of new englands amity island and moves to the caribbean to join her son michael and his family but a great white shark has followed her there hungry for more lives adventure thriller shark attack bahamas dying and death aggression by animal sequel revenge underwater shark great white shark animal attack caribbean christmas banana boat lorrainegary lanceguest mariovanpeebles michaelcaine karenyoung josephsargent modern
9819,Marvin's Room,1996,a leukemia patient attempts to end a 20year feud with her sister to get her bone marrow drama sister sister relationship sister leukemia reunion cancer bone marrow transplant dianekeaton merylstreep leonardodicaprio robertdeniro humecronyn jerryzaks modern
13579,The Longshots,2008,the true story of jasmine plummer who at the age of eleven became the first female to play in pop warner football tournament in its 56year history drama family icecube kekepalmer tashasmith jillmariejones dashmihok freddurst millennium
20024,The End of the Affair,1999,on a rainy london night in 1946 novelist maurice bendrix has a chance meeting with henry miles husband of his exmistress sarah who abruptly ended their affair two years before bendrixs obsession with sarah is rekindled he succumbs to his own jealousy and arranges to have her followed drama bomb sex jealousy infidelity obsession world war ii passion romance cheating wife church ralphfiennes stephenrea juliannemoore jamesbolam ianhart neiljordan modern
2453,Harley Davidson and the Marlboro Man,1991,its the lawless future and renegade biker harley davidson mickey rourke and his surly cowboy buddy marlboro don johnson learn that a corrupt bank is about to foreclose on their friends bar to further an expanding empire harley and marlboro decide to help by robbing the crooked bank but when they accidentally filch a drug shipment they find themselves on the run from criminal financiers and the mob in this rugged action adventure action thriller corruption harley davidson drug dealer los angeles las vegas mickeyrourke donjohnson chelseafield danielbaldwin giancarloesposito simonwincer modern
6973,In the Valley of Elah,2007,a career officer and his wife work with a police detective to uncover the truth behind their sons disappearance following his return from a tour of duty in iraq history drama thriller crime mystery father son relationship detective war crimes patriotism homicide investigation iraq military service police cover-up disappearance murder investigation tommyleejones charlizetheron susansarandon francesfisher jamesfranco paulhaggis millennium
11156,Coco Before Chanel,2009,2009 biopic about the early life of coco chanel several years after leaving the orphanage to which her father never returned for her gabrielle chanel finds herself working in a provincial bar both shes both a seamstress for the performers and a singer earning the nickname coco from the song she sings nightly with her sister a liaison with baron balsan gives her an entree into french society and a chance to develop her gift for designing drama history fashion designer woman director audreytautou benoîtpoelvoorde alessandronivola mariegillain emmanuelledevos annefontaine millennium
354110,Forsaken,2015,john henry returns to his hometown in hopes of repairing his relationship with his estranged father but a local gang is terrorizing the town john henry is the only one who can stop them however he has abandoned both his gun and reputation as a fearless quickdraw killer western drama demimoore kiefersutherland donaldsutherland briancox siobhanwilliams joncassar recent
22215,Cheri,2009,a sumptuous dramatic comedy set in late 19th century france during the belle epoque a period of social and cultural excess in european upper classes which ended only as the first world war erupted drama comedy romance michellepfeiffer kathybates rupertfriend felicityjones ibenhjejle stephenfrears millennium
11632,Vanity Fair,2004,beautiful funny passionate and calculating becky is the orphaned daughter of a starving english artist and a french chorus girl she yearns for a more glamorous life than her birthright promises and resolves to conquer english society by any means possible a mere ascension into the heights of society is simply not enough so becky finds a patron in the powerful marquess of steyne whose whims enable becky to realise her dreams but is the ultimate cost too high for her drama romance london england british empire lover advancement aristocrat woman director reesewitherspoon jamespurefoy jonathanrhysmeyers romolagarai gabrielbyrne miranair millennium
30596,Bodyguards and Assassins,2009,in 1905 revolutionist sun yatsen visits hong kong to discuss plans with tongmenghui members to overthrow the qing dynasty but when they find out that assassins have been sent to kill him they assemble a group of protectors to prevent any attacks drama action history assassination martial arts sword blood splatter impalement beaten to death hong kong head bashed in extreme violence violent death hook bloody fight throat slitting violence donnieyen wangxue-qi tonyleungka-fai nicholastse hujun teddychan millennium
3021,1408,2007,a man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the dolphin hotel soon after settling in he confronts genuine terror horror thriller suicide new york hotel fire hotel room wife husband relationship suicide attempt window door haunted house research ghost world painting telephone loss of daughter blood johncusack samuell.jackson marymccormack jasminejessicaanthony tonyshalhoub mikaelhåfström millennium
957,Spaceballs,1987,when the nefarious dark helmet hatches a plan to snatch princess vespa and steal her planets air spacebumforhire lone starr and his clueless sidekick fly to the rescue along the way they meet yogurt who puts lone starr wise to the power of the schwartz can he master it in time to save the day comedy sciencefiction android lasergun swordplay temple space marine space battle space travel space mission galaxy comb altar magnet beam jam speed of light plastic surgery password shield nose spoof melbrooks rickmoranis billpullman daphnezuniga johncandy melbrooks modern
256917,The Water Diviner,2014,in 1919 australian farmer joshua connor travels to turkey to discover the fate of his three sons reported missing in action holding on to hope joshua must travel across the wartorn landscape to find the truth and his own peace war drama istanbul australia post world war i farmer missing in action missing son gallipoli campaign inspired by true events russellcrowe olgakurylenko yılmazerdoğan cemyılmaz jaicourtney russellcrowe recent
251,Ghost,1990,sam wheat is a banker molly jensen is an artist and the two are madly in love however when sam is murdered by his friend and corrupt business partner carl bruner over a shady business deal he is left to roam the earth as a powerless spirit when he learns of carls betrayal sam must seek the help of psychic oda mae brown to set things right and protect molly from carl and his goons fantasy drama thriller mystery romance corruption fortune teller money transfer money laundering pottery afterlife spiritism patrickswayze demimoore whoopigoldberg tonygoldwyn vincentschiavelli jerryzucker modern
544,There's Something About Mary,1998,having never fully recovered from a prom date that became a total disaster a man finally gets a chance to reunite with his old prom date only to run up against other suitors including the sleazy detective he hired to find her romance comedy surgeon stalker romantic comedy dream girl taboo screwball comedy frisbee troubadour gross out comedy intellectual disability camerondiaz benstiller mattdillon leeevans chriselliott bobbyfarrelly modern
11395,The Santa Clause,1994,scott calvin is an ordinary man who accidentally causes santa claus to fall from his roof on christmas eve and is knocked unconscious when he and his young son finish santas trip and deliveries they go to the north pole where scott learns he must become the new santa and convince those he loves that he is indeed father christmas fantasy drama comedy family holiday christmas party santa claus deal christmas tree christmas timallen judgereinhold wendycrewson davidkrumholtz peterboyle johnpasquin modern
14635,The Rookie,2002,jim morris never made it out of the minor leagues before a shoulder injury ended his pitching career twelve years ago now a marriedwithchildren highschool chemistry teacher and baseball coach in texas jims team makes a deal with him if they win the district championship jim will try out with a majorleague organization the bet proves incentive enough for the team and they go from worst to first making it to state for the first time in the history of the school jim forced to live up to his end of the deal is nearly laughed off the tryout fielduntil he gets onto the mound where he confounds the scouts and himself by clocking successive 98 mph fastballs good enough for a minorleague contract with the tampa bay devil rays jims still got a lot of pitches to throw before he makes it to the show but with his bigleague dreams revived theres no telling where he could go drama family father son relationship baseball sports team sport life's dream growing up dennisquaid rachelgriffiths bethgrant angust.jones briancox johnleehancock millennium
13680,The Game Plan,2007,bachelor football star joe kingman seems to have it all he is wealthy and carefree and his team is on the way to capturing a championship suddenly he is tackled by some unexpected news he has a young daughter the result of a last fling with his exwife joe must learn to balance his personal and professional lives with the needs of his child comedy family american football bachelor sports team sport aerobics tween girl publicist dwaynejohnson madisonpettis kyrasedgwick roselynsánchez morrischestnut andyfickman millennium
688,The Bridges of Madison County,1995,photographer robert kincaid wanders into the life of housewife francesca johnson for four days in the 1960s drama romance farewell adultery love at first sight photographer wife husband relationship iowa love of one's life mother role bridge housewife love letter peasant marriage crisis photography unsociability secret love nature documentary merylstreep clinteastwood anniecorley victorslezak jimhaynie clinteastwood modern
11090,The Animal,2001,when loser marvin mange is involved in a horrible car accident hes brought back to life by a deranged scientist as half man and half animal his newfound powers are awesome but their adverse side effects could take over his life now marvin must fight to control his crazy primal urges around his new squeeze rianna and his rival sgt sisk who both think hes one cool cat action comedy dream employee car crash scientist police officer organ donation aftercreditsstinger virility robschneider colleenhaskell johnc.mcginley edasner guytorry lukegreenfield millennium
783,Gandhi,1982,in the early years of the 20th century mohandas k gandhi a britishtrained lawyer forsakes all worldly possessions to take up the cause of indian independence faced with armed resistance from the british government gandhi adopts a policy of passive resistance endeavouring to win freedom for his people without resorting to bloodshed drama history muslim indian lead demonstration world war ii imprisonment release from prison south africa bravery hunger strike colony morning prayer hindu independence british army political negotiations conference nonviolent resistance apartheid british empire protest independence movement bombay india strike freedom prayer world religion hinduism mahatma gandhi calcutta benkingsley candicebergen edwardfox johngielgud trevorhoward richardattenborough modern
228194,The Hundred-Foot Journey,2014,a story centered around an indian family who moves to france and opens a restaurant across the street from a michelinstarred french restaurant drama france based on novel indian lead restaurant family helenmirren manishdayal ompuri charlottelebon rohanchand lassehallström recent
1642,The Net,1995,angela bennett is a freelance software engineer who lives in a world of computer technology when a cyber friend asks bennett to debug a new game she inadvertently becomes involved in a conspiracy that will soon turn her life upside down while on vacation in mexico her purse is stolen she soon finds that people and events may not be what they seem as she becomes the target of an assassination her vacation is ruined she gets a new passport at the us embassy in mexico but it has the wrong name ruth marx when she returns to the us to sort things out she discovers that ruth marx has an unsavory past and a lengthy police record to make matters worse another person has assumed her real identity crime drama mystery thriller action cheating new identity computer virus chase computer stalking sandrabullock jeremynortham dennismiller wendygazelle kenhoward irwinwinkler modern
